Package ID,Package Name,Country,Cities Covered,Duration,Hotel Category,Meals,Transportation,Major Attractions,Activities,Package Type,Best For,Rating,Estimated Cost 
IND0030,Bangalore Royal Tour,India,Bangalore,5 Days / 4 Nights,4-Star,Breakfast,AC Coach,"Cubbon Park, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.4,29000
IND0031,Bangalore Scenic Tour,India,Bangalore,7 Days / 6 Nights,3-Star,Breakfast + Lunch + Dinner,Train + Cab,"Vidhana Soudha, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.6,43000
IND0032,Bangalore Adventure Tour,India,Bangalore,3 Days / 2 Nights,4-Star,Breakfast + Lunch + Dinner,Train + Cab,"ISKCON Temple Bangalore, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.6,86500
IND0033,Hyderabad Explorer Tour,India,Hyderabad,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,Train + Cab,"Charminar, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.5,17000
IND0034,Hyderabad Heritage Tour,India,Hyderabad,4 Days / 3 Nights,5-Star,Breakfast + Dinner,Flight + Cab,"Golconda Fort, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.4,30500
IND0035,Hyderabad Royal Tour,India,Hyderabad,6 Days / 5 Nights,3-Star,Breakfast,AC Coach,"Hussain Sagar Lake, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.3,52500
IND0036,Hyderabad Scenic Tour,India,Hyderabad,3 Days / 2 Nights,3-Star,Breakfast + Lunch + Dinner,AC Coach,"Ramoji Film City, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.4,27000
IND0037,Hyderabad Adventure Tour,India,Hyderabad,7 Days / 6 Nights,3-Star,Breakfast,Private Cab,"Salar Jung Museum, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.4,131500
IND0038,Hyderabad Cultural Tour,India,Hyderabad,4 Days / 3 Nights,3-Star,Breakfast + Dinner,Private Cab,"Qutb Shahi Tombs, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.4,25500
IND0039,Hyderabad Nature Tour,India,Hyderabad,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,Train + Cab,"Birla Mandir, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.7,42000
IND0040,Hyderabad Premium Tour,India,Hyderabad,4 Days / 3 Nights,Luxury Heritage,Breakfast,Train + Cab,"Chowmahalla Palace, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.4,99000
IND0041,Hyderabad Luxury Tour,India,Hyderabad,6 Days / 5 Nights,3-Star,Breakfast,Train + Cab,"Nehru Zoological Park, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.2,15500
IND0042,Hyderabad Family Tour,India,Hyderabad,5 Days / 4 Nights,Luxury Heritage,Breakfast + Dinner,Private Cab,"Lumbini Park, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.1,34500
IND0043,Kolkata Explorer Tour,India,Kolkata,3 Days / 2 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Flight + Cab,"Victoria Memorial, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.6,38000
IND0044,Kolkata Heritage Tour,India,Kolkata,3 Days / 2 Nights,4-Star,Breakfast,Train + Cab,"Howrah Bridge, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.6,27000
IND0045,Kolkata Royal Tour,India,Kolkata,4 Days / 3 Nights,4-Star,Breakfast + Dinner,Train + Cab,"Indian Museum, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.6,98500
IND0046,Kolkata Scenic Tour,India,Kolkata,4 Days / 3 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Private Cab,"Dakshineswar Kali Temple, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.7,26500
IND0047,Kolkata Adventure Tour,India,Kolkata,3 Days / 2 Nights,3-Star,Breakfast,AC Coach,"Kalighat Kali Temple, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.4,28500
IND0048,Kolkata Cultural Tour,India,Kolkata,6 Days / 5 Nights,Luxury Heritage,Breakfast,Train + Cab,"Eden Gardens, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.1,124500
IND0049,Kolkata Nature Tour,India,Kolkata,3 Days / 2 Nights,Luxury Heritage,Breakfast,Train + Cab,"Alipore Zoological Gardens, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.3,11500
IND0050,Kolkata Premium Tour,India,Kolkata,5 Days / 4 Nights,5-Star,Breakfast + Dinner,Train + Cab,"Science City Kolkata, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.4,35500
IND0051,Kolkata Luxury Tour,India,Kolkata,4 Days / 3 Nights,5-Star,Breakfast,Private Cab,"Belur Math, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.7,43500
IND0052,Kolkata Family Tour,India,Kolkata,7 Days / 6 Nights,5-Star,Breakfast,Private Cab,"Marble Palace, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.4,47500
IND0053,Goa Explorer Tour,India,Goa,7 Days / 6 Nights,4-Star,Breakfast,Private Cab,"Calangute Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Luxury,Premium Travelers,4.4,132000
IND0054,Goa Heritage Tour,India,Goa,4 Days / 3 Nights,3-Star,Breakfast + Lunch + Dinner,AC Coach,"Basilica of Bom Jesus, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.5,25500
IND0055,Goa Royal Tour,India,Goa,6 Days / 5 Nights,4-Star,Breakfast + Lunch + Dinner,Private Cab,"Fort Aguada, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.2,42000
IND0056,Goa Scenic Tour,India,Goa,7 Days / 6 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Flight + Cab,"Dudhsagar Falls, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.6,137500
IND0057,Goa Adventure Tour,India,Goa,5 Days / 4 Nights,5-Star,Breakfast,Flight + Cab,"Anjuna Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Budget,"Students, Solo Travelers",4.4,14000
IND0058,Goa Cultural Tour,India,Goa,6 Days / 5 Nights,5-Star,Breakfast + Dinner,Flight + Cab,"Chapora Fort, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.2,38500
IND0059,Goa Nature Tour,India,Goa,3 Days / 2 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Private Cab,"Se Cathedral, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.5,38000
IND0060,Goa Premium Tour,India,Goa,3 Days / 2 Nights,5-Star,Breakfast,Flight + Cab,"Baga Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Adventure,Adventure Lovers,4.5,27500
IND0061,Goa Luxury Tour,India,Goa,3 Days / 2 Nights,5-Star,Breakfast + Dinner,AC Coach,"Arambol Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Luxury,Premium Travelers,4.6,89000
IND0062,Goa Family Tour,India,Goa,6 Days / 5 Nights,3-Star,Breakfast + Lunch + Dinner,Flight + Cab,"Palolem Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Cultural,History Enthusiasts,4.6,32000
IND0063,Goa Weekend Tour,India,Goa,3 Days / 2 Nights,5-Star,Breakfast,Private Cab,"Colva Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Nature & Wildlife,Nature Lovers,4.3,25500
IND0064,Goa Discovery Tour,India,Goa,7 Days / 6 Nights,5-Star,Breakfast + Dinner,AC Coach,"Miramar Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Grand Tour,All Travelers,4.2,136500
IND0065,Goa Panorama Tour,India,Goa,5 Days / 4 Nights,5-Star,Breakfast + Lunch + Dinner,Train + Cab,"Aguada Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Budget,"Students, Solo Travelers",4.5,16000
IND0066,Goa Escape Tour,India,Goa,5 Days / 4 Nights,3-Star,Breakfast + Lunch + Dinner,Train + Cab,"Dr. Salim Ali Bird Santuary, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,3.9,37500
IND0067,Ahmedabad Explorer Tour,India,Ahmedabad,5 Days / 4 Nights,3-Star,Breakfast + Dinner,AC Coach,"Sabarmati Ashram, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Guided Tour, Museum Visit, Photography",Honeymoon,Couples,4.6,49500
IND0068,Dwarka Explorer Tour,India,Dwarka,5 Days / 4 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Train + Cab,"Dwarkadhish Temple, Dwarka Local Market, Dwarka City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.7,39000
IND0069,Junagadh Explorer Tour,India,Junagadh,7 Days / 6 Nights,3-Star,Breakfast,AC Coach,"Gir National Park, Junagadh Local Market, Junagadh City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.5,129000
IND0070,Bhuj Explorer Tour,India,Bhuj,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,AC Coach,"White Desert, Bhuj Local Market, Bhuj City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.6,34000
IND0071,Vadodara Explorer Tour,India,Vadodara,6 Days / 5 Nights,3-Star,Breakfast + Dinner,Flight + Cab,"Laxmi Vilas Palace, Vadodara Local Market, Vadodara City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.4,38500
IND0072,Somnath Explorer Tour,India,Somnath,3 Days / 2 Nights,4-Star,Breakfast + Lunch + Dinner,AC Coach,"Somnath Temple, Somnath Local Market, Somnath City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.8,88500
IND0073,Rann of Kutch Explorer Tour,India,Rann of Kutch,3 Days / 2 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,AC Coach,"Rann Utsav, Rann of Kutch Local Market, Rann of Kutch City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.9,10500
IND0074,Kevadia Explorer Tour,India,Kevadia,4 Days / 3 Nights,4-Star,Breakfast + Dinner,Private Cab,"Statue of Unity, Kevadia Local Market, Kevadia City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.6,31500
IND0075,Gandhinagar Explorer Tour,India,Gandhinagar,4 Days / 3 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,AC Coach,"Dandi Kutir, Gandhinagar Local Market, Gandhinagar City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.5,41500
IND0076,Ahmedabad Heritage Tour,India,Ahmedabad,5 Days / 4 Nights,3-Star,Breakfast + Dinner,Private Cab,"Sabarmati Riverfront, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.6,38500
IND0077,Ahmedabad Royal Tour,India,Ahmedabad,6 Days / 5 Nights,4-Star,Breakfast + Dinner,Flight + Cab,"Manek Chowk, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.4,118500
IND0078,Ahmedabad Scenic Tour,India,Ahmedabad,5 Days / 4 Nights,4-Star,Breakfast,AC Coach,"Kankaria Lake, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.5,27000
IND0079,Ahmedabad Adventure Tour,India,Ahmedabad,6 Days / 5 Nights,5-Star,Breakfast,Flight + Cab,"Science City, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.4,40000
